root_dir,graph_path,is_eq,n_B,n_C,n_atoms,composition,tag
D:\Sara\All_DFT_Data,30/B25C5_2/S_340026/graphs.pt,0,25,5,30,B25C5,S_340026
D:\Sara\All_DFT_Data,60/B53C7_5/S_282280/graphs.pt,0,53,7,60,B53C7,S_282280
D:\Sara\All_DFT_Data,30/B23C7_5/S_263758/graphs.pt,0,23,7,30,B23C7,S_263758
D:\Sara\All_DFT_Data,60/B49C11_3/S_153646/graphs.pt,0,49,11,60,B49C11,S_153646
D:\Sara\All_DFT_Data,60/B55C5_3/S_196028/graphs.pt,0,55,5,60,B55C5,S_196028
D:\Sara\All_DFT_Data,30/B23C7_1/S_246332/graphs.pt,0,23,7,30,B23C7,S_246332
D:\Sara\All_DFT_Data,120/B101C19_4/S_43424/graphs.pt,0,101,19,120,B101C19,S_43424
D:\Sara\All_DFT_Data,60/B49C11_2/S_173324/graphs.pt,0,49,11,60,B49C11,S_173324
D:\Sara\All_DFT_Data,15/B11C4_2/S_336588/graphs.pt,0,11,4,15,B11C4,S_336588
D:\Sara\All_DFT_Data\Test_Data,Test86/graphs.pt,1,51,9,60,B51C9,Test86
D:\Sara\All_DFT_Data,120/B105C15_3/S_285182/graphs.pt,0,105,15,120,B105C15,S_285182
D:\Sara\All_DFT_Data,15/B14C_5/S_24998/graphs.pt,0,14,1,15,B14C1,S_24998
D:\Sara\All_DFT_Data,120/B111C9_1/S_208393/graphs.pt,0,111,9,120,B111C9,S_208393
D:\Sara\All_DFT_Data,60/B45C15_4/S_392171/graphs.pt,0,45,15,60,B45C15,S_392171
D:\Sara\All_DFT_Data,15/B14C_2/S_166231/graphs.pt,0,14,1,15,B14C1,S_166231
D:\Sara\All_DFT_Data,120/B99C21_2/S_117800/graphs.pt,0,99,21,120,B99C21,S_117800
D:\Sara\All_DFT_Data,120/B109C11_2/S_344327/graphs.pt,0,109,11,120,B109C11,S_344327
D:\Sara\All_DFT_Data,15/B11C4_5/S_236016/graphs.pt,0,11,4,15,B11C4,S_236016
D:\Sara\All_DFT_Data,15/B11C4_5/S_233473/graphs.pt,0,11,4,15,B11C4,S_233473
D:\Sara\All_DFT_Data,30/B23C7_1/S_375587/graphs.pt,0,23,7,30,B23C7,S_375587
D:\Sara\All_DFT_Data,60/B45C15_1/S_136279/graphs.pt,0,45,15,60,B45C15,S_136279
D:\Sara\All_DFT_Data,30/B25C5_3/S_27465/graphs.pt,0,25,5,30,B25C5,S_27465
D:\Sara\All_DFT_Data,15/B14C_3/S_316984/graphs.pt,0,14,1,15,B14C1,S_316984
D:\Sara\All_DFT_Data,120/B109C11_2/S_237450/graphs.pt,0,109,11,120,B109C11,S_237450
D:\Sara\All_DFT_Data,120/B107C13_1/S_237013/graphs.pt,0,107,13,120,B107C13,S_237013
D:\Sara\All_DFT_Data,60/B47C13_4/S_1599/graphs.pt,0,47,13,60,B47C13,S_1599
D:\Sara\All_DFT_Data,120/B99C21_2/S_271420/graphs.pt,0,99,21,120,B99C21,S_271420
D:\Sara\All_DFT_Data,30/B23C7_5/S_33955/graphs.pt,0,23,7,30,B23C7,S_33955
D:\Sara\All_DFT_Data,60/B49C11_2/S_338899/graphs.pt,0,49,11,60,B49C11,S_338899
D:\Sara\All_DFT_Data,60/B49C11_2/S_367792/graphs.pt,0,49,11,60,B49C11,S_367792
D:\Sara\All_DFT_Data,120/B99C21_5/S_87398/graphs.pt,0,99,21,120,B99C21,S_87398
D:\Sara\All_DFT_Data,60/B55C5_5/S_162533/graphs.pt,0,55,5,60,B55C5,S_162533
D:\Sara\All_DFT_Data,15/B11C4_4/S_70427/graphs.pt,0,11,4,15,B11C4,S_70427
D:\Sara\All_DFT_Data,15/B11C4_1/S_300723/graphs.pt,0,11,4,15,B11C4,S_300723
D:\Sara\All_DFT_Data,60/B45C15_3/S_342407/graphs.pt,0,45,15,60,B45C15,S_342407
D:\Sara\All_DFT_Data,30/B27C3_1/S_350933/graphs.pt,0,27,3,30,B27C3,S_350933
D:\Sara\All_DFT_Data,60/B45C15_4/S_376863/graphs.pt,0,45,15,60,B45C15,S_376863
D:\Sara\All_DFT_Data,120/B103C17_2/S_4830/graphs.pt,0,103,17,120,B103C17,S_4830
D:\Sara\All_DFT_Data,120/B111C9_1/S_380938/graphs.pt,0,111,9,120,B111C9,S_380938
D:\Sara\All_DFT_Data,15/B12C3_5/S_325811/graphs.pt,0,12,3,15,B12C3,S_325811
D:\Sara\All_DFT_Data,15/B12C3_1/S_66174/graphs.pt,0,12,3,15,B12C3,S_66174
D:\Sara\All_DFT_Data,60/B45C15_3/S_127108/graphs.pt,0,45,15,60,B45C15,S_127108
D:\Sara\All_DFT_Data,120/B109C11_4/S_399624/graphs.pt,0,109,11,120,B109C11,S_399624
D:\Sara\All_DFT_Data,120/B113C7_4/S_379862/graphs.pt,0,113,7,120,B113C7,S_379862
D:\Sara\All_DFT_Data,60/B49C11_4/S_190125/graphs.pt,0,49,11,60,B49C11,S_190125
D:\Sara\All_DFT_Data,60/B51C9_3/S_216026/graphs.pt,0,51,9,60,B51C9,S_216026
D:\Sara\All_DFT_Data,60/B47C13_5/S_385348/graphs.pt,0,47,13,60,B47C13,S_385348
D:\Sara\All_DFT_Data,30/B27C3_4/S_43759/graphs.pt,0,27,3,30,B27C3,S_43759
D:\Sara\All_DFT_Data,120/B101C19_2/S_102549/graphs.pt,0,101,19,120,B101C19,S_102549
D:\Sara\All_DFT_Data,120/B101C19_4/S_231020/graphs.pt,0,101,19,120,B101C19,S_231020
D:\Sara\All_DFT_Data,15/B12C3_5/S_8972/graphs.pt,0,12,3,15,B12C3,S_8972
D:\Sara\All_DFT_Data,15/B11C4_2/S_73918/graphs.pt,0,11,4,15,B11C4,S_73918
D:\Sara\All_DFT_Data,120/B103C17_3/S_347551/graphs.pt,0,103,17,120,B103C17,S_347551
D:\Sara\All_DFT_Data,120/B101C19_1/S_326519/graphs.pt,0,101,19,120,B101C19,S_326519
D:\Sara\All_DFT_Data,60/B51C9_3/S_323567/graphs.pt,0,51,9,60,B51C9,S_323567
D:\Sara\All_DFT_Data,30/B23C7_5/S_385826/graphs.pt,0,23,7,30,B23C7,S_385826
D:\Sara\All_DFT_Data,120/B99C21_5/S_249615/graphs.pt,0,99,21,120,B99C21,S_249615
D:\Sara\All_DFT_Data,15/B12C3_2/S_280748/graphs.pt,0,12,3,15,B12C3,S_280748
D:\Sara\All_DFT_Data,120/B107C13_5/S_351993/graphs.pt,0,107,13,120,B107C13,S_351993
